survey_date,response_date,total_spend,spend_reported,seating_segment,member_segment,feedback,has_feedback,primary_theme,sentiment
33:06.0,06:19.0,,false,General,UNKNOWN,The game against Washington was so much fun to watch! ACFC played more intensely than I â€˜d ever seen them play before.  Keep it up!,true,Other / unclassified,positive
33:06.0,49:12.0,,false,Premium,UNKNOWN,We can never get hot dogs and nachos in our section!!,true,Other / unclassified,negative
40:57.0,45:07.0,730.0,true,General,NO,"i like the unstructured tailgate in the lawn better than the organized fan fest. the fan fest feels unauthentic and you are not capitalizing on the uniqueness of blending cultures the lawn use to have before taking up space w the fan fest. feels white washed, opportunistic, and waters down ur brand.",true,Other / unclassified,
33:06.0,52:34.0,,false,Unknown,UNKNOWN,"Itâ€™s been so much  fun coming to the games. I just wish the away games could be televised on a different channel than Paramount Plus, the channel really sucks",true,Other / unclassified,neutral
33:06.0,04:55.0,,false,Unknown,UNKNOWN,Public lights/ street lights around the stadium were off. Making it extremely dark to walk home. Felt really unsafe a scary to make it home.,true,Other / unclassified,negative
40:57.0,08:50.0,44.0,true,Supporters Section,YES,Fan Fest + Supporter Group tailgates is best fan experience in L.A.,true,Fan atmosphere and connection,positive
33:06.0,38:21.0,,false,Unknown,UNKNOWN,WE â™¥ï¸ ACFC!,true,Other / unclassified,positive
40:57.0,17:57.0,109.32,true,General,YES,More areas to sit down and enjoy the activities,true,Other / unclassified,neutral
28:03.0,17:57.0,238.0,true,General,UNKNOWN,"No problems with Stadium experience, Car pick up and drop off area could use better traffic control.",true,Parking and transportation,neutral
10:37.0,43:23.0,77.51,true,General,YES,Their should be a way that the galaxy fans dont throw beers after losing and hitting kids and families......so disrespectful,true,Fan atmosphere and connection,negative
28:03.0,11:32.0,119.0,true,General,UNKNOWN,Have staff guiding attendees to seats,true,Staff and service,neutral
28:03.0,13:34.0,79.5,true,General,UNKNOWN,Getting out of parking garages was kind of difficult. It took a long time.,true,Parking and transportation,negative
00:18.0,08:09.0,199.9,true,Premium,UNKNOWN,The Founders Club was general admission seating even though I bought specific seats. That was problematic for many people!,true,Other / unclassified,negative
00:18.0,29:37.0,749.75,true,Floor/Pit,UNKNOWN,More entrances to the floor or pit area.,true,Other / unclassified,neutral
10:37.0,10:05.0,223.62,true,General,YES,OH I DONT KNOW MAYBE INTRODUCE FOOD LIKE CHICKEN WHATEVER U CALL THAT CRAP THAT WAS HARD AND JUST NOT FRESH. I HAVE TIRED ALMOST EVERYTHING THERE AND THE ONLY THING WORTH ANYTHING IS THE PIZZA AND IF THATS THE BEST Y'ALL CAN DO WELL THEN THAT'S SAYING ALGO,true,Food and beverage,negative
00:18.0,12:57.0,299.88,true,Floor/Pit,UNKNOWN,"An altercation with a man and woman that was ignored by nearby security was stopped by me and I was escorted to the back but was allowed to return, thankfully.  That was disappointing because we were up front on the floor and lost our place. You need a taller person for the front and center security post so they can actually see what dangers are happening in the crowd.",true,Staff and service,negative
57:48.0,30:09.0,199.0,true,Floor/Pit,UNKNOWN,Inform guests if their tickets can only enter the stadium from one entry point; that was my biggest complaint about the event.,true,Entry and wayfinding,negative
10:37.0,29:25.0,751.98,true,Premium,YES,"Limited seating, so we appreciate things that can be eaten while standing as an option",true,Other / unclassified,neutral
28:03.0,58:22.0,779.0,true,Floor/Pit,UNKNOWN,I heard from social media that a lot of the staff was rude,true,Staff and service,negative
57:48.0,23:37.0,199.0,true,Floor/Pit,UNKNOWN,"Line to get in for VIP was horribly run - gate to scan tickets was extremely slow and so few, wristband should've been issued at the ticket handling, i heard horror stories of entry in other lines",true,Entry and wayfinding,negative
28:03.0,52:16.0,399.0,true,Floor/Pit,UNKNOWN,Put floor sections on risers so people that are shorter can see . Inside staff are very rude . As a 5'3 person i had to to stand in the back because I wasn't able to see there was a taller person in front of me so at first I stood on the chairs but I was told to get down so then I just got out of my row and stood in the back and I could see everything. So I would recommend to make it be have a certain section for people that are shorter to be able to see everything or just allow people that are shorter to be in the front and taller people in the back.,true,Staff and service,negative
00:18.0,02:17.0,199.9,true,Premium,UNKNOWN,The sound for the headliner was too loud and bad quality,true,Other / unclassified,negative
57:48.0,18:51.0,1250.0,true,VIP Floor/Pit,UNKNOWN,"Donâ€™t price gouge people promising a vip experience and having no perks to vip whatsoever. I paid $1400 for 2 platinum vip tickets and aside from the vip viewing area, the experience was absolutely horrible. Iâ€™ve gone to 214 shows in my life, and this was the absolute worst organized and amenity package Iâ€™ve seen. That, and Ticketmaster was literally unavailable to reach with questions leading up to the show. 0/10 horrible experience",true,Affordability and value,
28:03.0,12:08.0,199.5,true,General,UNKNOWN,The attitude and behavior from your security staff was honestly appalling. During these shows the artists launch out signed and unsigned balls into the floor crowd and one of your security guards refused to give my friend the signed ball he was trying to grab which a different security guard was helping him get from one of the fenced grass patches near section A1. She proceeded to grab it and pocket it when these were meant for fans who paid to be there and have that experience. I've heard so many other encounters of your staff threatening to kick people out for using their phones and cameras or being loud. As if we're meant to keep quiet during a concert.. While food staff was friendly and entry was easy. The behavior of your security staff left a lot to be desired.,true,Staff and service,negative
00:18.0,16:23.0,149.95,true,Premium,UNKNOWN,Security had a hard time identifying my seat in Club Figueroa,true,Staff and service,neutral
28:03.0,11:16.0,199.5,true,General,UNKNOWN,Some improvements on food but otherwise no.,true,Food and beverage,negative
57:48.0,29:26.0,398.0,true,Floor/Pit,UNKNOWN,The Uber pickup was extremely disorganized and no one was helpful. We ended up having to pay a private driver just to get home. Terrible experience. Entry to the floor was really poor with just 2 narrow entryways that forced us all to push on each other. Terrible,true,Parking and transportation,negative
28:03.0,58:32.0,59.5,true,General,UNKNOWN,"I think the lines were very organized for the most part but it would be nice to indicate what each line is for, especially inside of the stadium where the lines for merch/food/bathroom are pretty long.",true,Queues and wait times,neutral
28:03.0,14:40.0,779.0,true,Floor/Pit,UNKNOWN,nope,false,Other / unclassified,negative
00:18.0,46:50.0,599.76,true,General,UNKNOWN,Having all entrances to field be at the rear of the stadium is really weird. Especially with no portable restrooms available on the field. There should of been at least one entry available on the sides.  I have never been to a stadium show with this setup. This is a perfect example of ideas that might look good on paper but lacking in execution.,true,Entry and wayfinding,negative
57:48.0,34:37.0,199.0,true,Premium,UNKNOWN,"I was very pleased with the stadium. Paying $40 for parking is absolutely ridiculous though. I thought it was an amazing place, one of the nicest and best places that I've actually seen a concert. The staff was amazing I have not one complaint and they are all very helpful. I think that you really need to have somebody look at how you serve alcohol there. That is an extremely poor process.. I was in the business for years. The way you are doing it now you are completely losing a tremendous amount of Revenue and making the crowd upset. So it's a double fold lost. I can greatly be improved. if you need help with that I am more than happy  help you out, my number is 808-561-5020 Hollen Fuller. I thought the sound wasn't that great considering all the different concert venues I've been at 9 I have seen kygo before at the Hollywood Bowl . I had to leave something to compare it to you with the same group. The Sound was a little disappointing. Overall nice job on the facility's, nice job on the people working, everyone,, was helpful. I would definitely recommend and I will be coming back for Rufus Du Sol. .",true,Staff and service,
28:03.0,51:58.0,538.25,true,Floor/Pit,UNKNOWN,"I was arriving late for my floor seats and was let in in the regular section (apparently I should have been redirected to a floor-specific entrance). Once I was in, multiple staff were confused on how to get me the wristband I needed or which way I should go to get to the floor from this incorrect spot, so it was confusing and I missed part of the performance. I would suggest telling the security people not to let people in in the wrong spots since it just led to more confusion (even though I think they meant well).",true,Entry and wayfinding,negative
00:18.0,46:52.0,299.88,true,Floor/Pit,UNKNOWN,Pit bathrooms!,true,Restrooms,negative
19:30.0,39:17.0,,false,General,NO,The parking situation on 10/26 was TERRIBLE. We missed the first half of the game because it took FOREVER to get into parking. We even arrived 45 minutes early! That meant it took us 90 minutes to park! RIDICULOUS!!!,true,Parking and transportation,negative
